deprivation,covid,logspend,spend
30.62,0,2.181335617253437,8.86
30.62,0,2.2639972106811785,9.62
30.62,0,2.083703166595979,8.03
30.62,0,1.9291259079685896,6.88
30.62,0,2.3427133684709034,10.41
30.62,0,2.4722823570120966,11.85
30.62,0,2.163623628599311,8.7
30.62,0,2.4677310999528004,11.8
30.62,0,2.128625852468689,8.4
30.62,0,2.252044235526104,9.51
30.62,0,2.3938236457999524,10.96
30.62,0,2.24847556219173,9.47
30.62,0,2.4336829451016264,11.4
30.62,0,2.1738872527948763,8.79
30.62,0,2.1236925216762006,8.36
30.62,0,2.252238791707225,9.51
30.62,0,2.120400211593639,8.33
30.62,0,2.269706921108454,9.68
30.62,0,2.4428528230549555,11.51
30.62,0,2.3081203887125454,10.06
30.62,0,2.3092808855849216,10.07
30.62,0,2.3706055052206274,10.7
30.62,0,2.0841128155331403,8.04
30.62,0,2.5949343738077073,13.4
30.62,0,2.5002054741577417,12.18
30.62,0,2.395519647370851,10.97
30.62,0,2.5517314044944017,12.83
30.62,0,2.522375233161814,12.46
30.62,0,2.3298589347237555,10.28
30.62,0,2.5048627600144493,12.24
30.62,0,2.4250278019377998,11.3
30.62,0,2.6003471498788713,13.47
30.62,0,2.2647363168069132,9.63
30.62,0,1.778253026772747,5.92
30.62,0,2.2715060959901416,9.69
30.62,0,2.458075908922553,11.68
30.62,0,2.46971879068803,11.82
30.62,0,2.3364992714602844,10.34
30.62,0,2.23066634933244,9.31
30.62,0,2.467055606887708,11.79
30.62,0,2.4634915280833662,11.75
30.62,0,2.393646724435769,10.95
30.62,0,1.8167404828618663,6.15
30.62,0,2.0007314975844714,7.39
30.62,0,2.04779476033225,7.75
30.62,0,2.0782752051954225,7.99
30.62,0,2.6073905705008054,13.56
30.62,0,2.1094737154691914,8.24
30.62,0,2.422197771331618,11.27
30.62,0,2.307771390047711,10.05
30.62,0,2.3594359537361136,10.58
30.62,0,2.3808690515034194,10.81
30.62,0,2.3038282378926804,10.01
30.62,0,2.2253613555415344,9.26
30.62,0,2.473507139195258,11.86
30.62,0,1.9812525009768343,7.25
30.62,0,2.4743487747597737,11.87
30.62,0,2.294255631052261,9.92
30.62,0,2.1428218036154356,8.52
30.62,0,2.3571878205384786,10.56
30.62,0,2.2581972537222277,9.57
30.62,0,1.9309140999784193,6.9
30.62,0,2.2616049573072092,9.6
30.62,0,2.3713142696001834,10.71
30.62,0,2.026721413156605,7.59
30.62,0,2.0542819560392314,7.8
30.62,0,2.3502350080557304,10.49
30.62,0,2.039705418678877,7.69
30.62,0,2.09813907642306,8.15
30.62,0,2.458530358666321,11.69
30.62,0,2.010565337618688,7.47
30.62,0,2.466767821846703,11.78
30.62,0,2.3795761395646737,10.8
30.62,0,2.323913747148469,10.22
30.62,0,2.245117252682388,9.44
30.62,0,2.313293292885374,10.11
30.62,0,2.5666866489549474,13.02
30.62,0,1.940084110348029,6.96
30.62,0,2.0984471669532967,8.15
30.62,0,2.2295659776979404,9.3
30.62,0,2.1059621194938996,8.22
30.62,0,2.2775502169577995,9.75
30.62,0,2.5904987662500782,13.34
30.62,0,1.7398451005744846,5.7
30.62,0,2.1379053517802555,8.48
30.62,0,2.0299893884181857,7.61
30.62,0,2.381581152264097,10.82
32.792,0,2.157921120784321,8.65
32.792,0,2.019239912128158,7.53
32.792,0,2.1846601610845697,8.89
32.792,0,2.1150468344833873,8.29
32.792,0,2.198906637755845,9.02
32.792,0,2.0897324857502286,8.08
32.792,0,2.2543038765743235,9.53
32.792,0,2.3803243711310107,10.81
32.792,0,2.392269450349742,10.94
32.792,0,2.3466701188403287,10.45
32.792,0,2.4536228102455024,11.63
32.792,0,2.3027747057198376,10
32.792,0,2.2067053095526252,9.09
32.792,0,2.5644511929353464,12.99
32.792,0,2.286183184899431,9.84
32.792,0,2.0080287297118953,7.45
32.792,0,2.029939536466075,7.61
32.792,0,2.4181463940369894,11.23
32.792,0,2.432337538048768,11.39
32.792,0,2.5787799832489355,13.18
32.792,0,2.2938935764420183,9.91
32.792,0,2.3714074330879913,10.71
32.792,0,2.0586507885406005,7.84
32.792,0,2.087328452693675,8.06
32.792,0,2.2126380894196216,9.14
32.792,0,2.2065000712151646,9.08
32.792,0,2.3217130231105947,10.19
32.792,0,2.1473261873367235,8.56
32.792,0,2.2174477813301823,9.18
32.792,0,2.4532082600180543,11.63
32.792,0,2.0281842081421493,7.6
32.792,0,2.0898198646747925,8.08
32.792,0,2.266193014595557,9.64
32.792,0,2.777567503312545,16.08
32.792,0,1.9617087989925879,7.11
32.792,0,2.3430430322757787,10.41
32.792,0,2.087192791203708,8.06
32.792,0,1.9955668088344494,7.36
32.792,0,2.092502005395517,8.11
32.792,0,1.9714529337146711,7.18
32.792,0,2.3834342152580454,10.84
32.792,0,2.1403291819191277,8.5
32.792,0,1.9914505454777331,7.33
32.792,0,2.1881263662478982,8.92
32.792,0,2.2893316848244165,9.87
32.792,0,2.46160861025376,11.72
32.792,0,2.479893513973389,11.94
32.792,0,2.1694169452743424,8.75
32.792,0,2.3926568493272224,10.94
32.792,0,2.235615084361247,9.35
32.792,0,2.4824293464897202,11.97
32.792,0,1.7734220569922825,5.89
32.792,0,2.0345221339559587,7.65
32.792,0,2.1545284226966444,8.62
32.792,0,2.5396686304627867,12.68
32.792,0,2.20115563279857,9.04
32.792,0,2.575226665500471,13.13
32.792,0,2.1959593962806174,8.99
32.792,0,2.2066961109937147,9.09
32.792,0,2.131078068096394,8.42
32.792,0,2.4044066294096984,11.07
32.792,0,2.942194896249105,18.96
32.792,0,2.1822327564043653,8.87
32.792,0,2.4487363261268773,11.57
32.792,0,2.4290539036520435,11.35
32.792,0,2.2932882731740554,9.91
32.792,0,2.181654521375332,8.86
32.792,0,2.655171338853143,14.23
32.792,0,2.452993725003862,11.62
32.792,0,2.4094074540147377,11.13
32.792,0,2.3175666499537315,10.15
32.792,0,2.389969098391865,10.91
32.792,0,2.4133712922242463,11.17
32.792,0,2.533814870245833,12.6
32.792,0,2.3336184795084853,10.32
32.792,0,2.428996038123179,11.35
32.792,0,2.081146087779503,8.01
32.792,0,2.0493452690183362,7.76
32.792,0,2.416707212908194,11.21
32.792,0,2.0324478103869095,7.63
32.792,0,2.235728426923391,9.35
32.792,0,1.9614229254003002,7.11
32.792,0,2.211787483644684,9.13
32.792,0,2.7564534543042876,15.74
32.792,0,2.170224793464551,8.76
32.792,0,2.4845146081748846,12
32.792,0,2.3407717269737427,10.39
32.792,0,2.075038858519526,7.96
32.792,0,2.2538085475985254,9.52
32.792,0,2.065525872722331,7.89
32.792,0,1.8204851903707304,6.17
32.792,0,2.015082652740565,7.5
32.792,0,2.1263738542367725,8.38
32.792,0,2.2669204607299465,9.65
32.792,0,2.281016465921202,9.79
32.792,0,2.583999527223975,13.25
32.792,0,2.1119166754599927,8.26
32.792,0,2.185834317592164,8.9
32.792,0,2.4184834351218614,11.23
32.792,0,2.1547639046998026,8.63
26.074,0,2.7883373860752583,16.25
26.074,0,2.4545727276155493,11.64
26.074,0,2.524927776909204,12.49
26.074,0,2.305425729880618,10.03
26.074,0,2.200300852592303,9.03
26.074,0,2.3882538386017225,10.89
26.074,0,2.1322044059781486,8.43
26.074,0,2.242737182480169,9.42
26.074,0,2.2616088471924893,9.6
26.074,0,2.2189567793161586,9.2
26.074,0,2.3318316313729404,10.3
26.074,0,3.1337404718584767,22.96
26.074,0,2.5527374097962197,12.84
26.074,0,2.566458338852487,13.02
26.074,0,2.488196632169405,12.04
26.074,0,2.656607810956568,14.25
26.074,0,2.567035544444175,13.03
26.074,0,1.8904935552687596,6.62
26.074,0,2.4158253730980443,11.2
26.074,0,2.1222061500708875,8.35
26.074,0,2.7014905610730624,14.9
26.074,0,2.2271891639069534,9.27
26.074,0,2.5872514276404157,13.29
26.074,0,2.5502230435453876,12.81
26.074,0,2.826914887452879,16.89
26.074,0,1.8882909992984986,6.61
26.074,0,2.260347696101487,9.59
26.074,0,2.669696180684274,14.44
26.074,0,2.179554508735715,8.84
26.074,0,2.161336062155992,8.68
26.074,0,2.7633947107619843,15.85
26.074,0,2.4792446178868017,11.93
26.074,0,2.190740785325611,8.94
26.074,0,2.7660832363214953,15.9
26.074,0,2.09396922861999,8.12
26.074,0,2.186747684783473,8.91
26.074,0,2.315899467693201,10.13
26.074,0,2.20976952118932,9.11
26.074,0,2.60665378017955,13.55
26.074,0,2.350382147325481,10.49
26.074,0,2.5529618240733045,12.85
26.074,0,2.302394706879296,10
26.074,0,2.3696370943275107,10.69
26.074,0,2.4420971040690302,11.5
26.074,0,2.417340215102918,11.22
26.074,0,2.1528912394330724,8.61
26.074,0,2.236946504162508,9.36
26.074,0,2.4300308778327073,11.36
26.074,0,2.5238979885325588,12.48
26.074,0,2.465187119278755,11.77
26.074,0,2.354968526909177,10.54
26.074,0,2.683841660168888,14.64
26.074,0,2.7641325847741784,15.87
26.074,0,2.406412900951124,11.09
26.074,0,2.097325487536034,8.14
26.074,0,2.4812645878774315,11.96
26.074,0,2.363704485961942,10.63
26.074,0,2.436898275970943,11.44
26.074,0,2.4160622494991415,11.2
26.074,0,2.5445167768749886,12.74
26.074,0,2.548408068836406,12.79
26.074,0,2.334829753714792,10.33
26.074,0,2.170909887396442,8.77
26.074,0,2.161111141277991,8.68
26.074,0,2.037314320869721,7.67
26.074,0,2.415547551086911,11.2
26.074,0,2.22302981281674,9.24
26.074,0,2.389731540977471,10.91
26.074,0,2.476267590398401,11.9
26.074,0,2.440671200920756,11.48
26.074,0,2.1035857616763547,8.2
26.074,0,2.147174049728397,8.56
26.074,0,2.334819375970437,10.33
26.074,0,2.202971810309195,9.05
26.074,0,2.7953829303065665,16.37
26.074,0,2.8085860724198426,16.59
26.074,0,2.4518174147228455,11.61
26.074,0,2.679461452606487,14.58
26.074,0,2.487834707246087,12.04
26.074,0,2.370617184008625,10.7
26.074,0,2.4714286272812673,11.84
26.074,0,2.5146489057806836,12.36
26.074,0,2.132124073862448,8.43
26.074,0,2.3897653643871615,10.91
26.074,0,2.240184866372239,9.4
26.074,0,2.3422493013607286,10.4
26.074,0,2.7697179039580635,15.95
26.074,0,2.6514369389187245,14.17
26.074,0,2.2518828669788604,9.51
26.074,0,2.077649829153295,7.99
26.074,0,2.103757800474303,8.2
26.074,0,2.374967162062461,10.75
26.074,0,2.7522140777897453,15.68
26.074,0,2.39303065502851,10.95
26.074,0,1.9406154763501826,6.96
26.074,0,2.1049369434291556,8.21
26.074,0,2.246470161072933,9.45
26.074,0,2.5227475155971657,12.46
26.074,0,2.519177761922095,12.42
26.074,0,2.6183354118411115,13.71
44.564,0,2.2030955912153605,9.05
44.564,0,2.1444839408855283,8.54
44.564,0,2.2624351221280063,9.61
44.564,0,1.8401942006171161,6.3
44.564,0,2.021533408431642,7.55
44.564,0,2.4140701944042884,11.18
44.564,0,2.412689325941683,11.16
44.564,0,2.267422789470692,9.65
44.564,0,2.2374576351831648,9.37
44.564,0,2.248777427182533,9.48
44.564,0,2.218673278506483,9.2
44.564,0,2.683862627450867,14.64
44.564,0,2.635591607739381,13.95
44.564,0,2.3898580148432513,10.91
44.564,0,2.1134939110272475,8.28
44.564,0,2.2134387059332523,9.15
44.564,0,2.6076040611300617,13.57
44.564,0,2.4246742247749435,11.3
44.564,0,2.2901012028494563,9.88
44.564,0,1.9208331834221974,6.83
44.564,0,2.462643291013532,11.74
44.564,0,2.385209828418436,10.86
44.564,0,2.012027892312884,7.48
44.564,0,2.0275743010304743,7.6
44.564,0,2.2370643808553288,9.37
44.564,0,2.037605244450192,7.67
44.564,0,2.0135664370445805,7.49
44.564,0,2.2255753709454034,9.26
44.564,0,2.2083036959945717,9.1
44.564,0,2.0982371777806184,8.15
44.564,0,2.2130566558685767,9.14
44.564,0,2.1339245683256456,8.45
44.564,0,1.9316186566568363,6.9
44.564,0,2.3832299769062284,10.84
44.564,0,2.2762662363601507,9.74
44.564,0,2.3491452109863564,10.48
44.564,0,2.2185196118837776,9.19
44.564,0,1.920476755533676,6.82
44.564,0,2.44095343324142,11.48
44.564,0,2.2583656916704915,9.57
44.564,0,2.1420835773037483,8.52
44.564,0,2.2566056039194367,9.55
44.564,0,2.1224249100398933,8.35
44.564,0,2.499949712058109,12.18
44.564,0,2.1728924811956465,8.78
44.564,0,2.0166871552069696,7.51
44.564,0,2.099226484063593,8.16
44.564,0,1.8431405571725223,6.32
44.564,0,2.197105004869393,9
44.564,0,2.0746638827647215,7.96
44.564,0,2.147660615673679,8.56
44.564,0,2.106479328746819,8.22
44.564,0,2.147632195883974,8.56
44.564,0,2.2835380691429954,9.81
44.564,0,2.2168029252988575,9.18
44.564,0,2.095566330005239,8.13
44.564,0,2.2386365301618953,9.38
44.564,0,1.9165809480982396,6.8
44.564,0,2.3548060321290536,10.54
44.564,0,2.1484785025787754,8.57
44.564,0,2.0687905024706494,7.92
44.564,0,1.8035446773290134,6.07
44.564,0,2.4424089265633855,11.5
44.564,0,2.185319212401238,8.89
44.564,0,2.231153066087525,9.31
44.564,0,2.3083107439221213,10.06
44.564,0,2.2485300782887916,9.47
44.564,0,2.321514852755181,10.19
44.564,0,2.167277208257925,8.73
44.564,0,2.2463259411762935,9.45
44.564,0,2.3805295070366626,10.81
44.564,0,2.164696365241498,8.71
44.564,0,2.189987445675981,8.94
44.564,0,2.337493820326225,10.36
44.564,0,2.319268522852787,10.17
44.564,0,2.039627266113602,7.69
44.564,0,2.1574826552778212,8.65
44.564,0,2.5550121383732995,12.87
44.564,0,2.368237528835647,10.68
44.564,0,2.148684439366186,8.57
44.564,0,2.352035688962145,10.51
44.564,0,2.2766810098852566,9.74
44.564,0,2.1405580698764446,8.5
44.564,0,2.2656677102568814,9.64
44.564,0,1.9035600744105325,6.71
44.564,0,2.289048793005945,9.87
44.564,0,2.437340495856977,11.44
44.564,0,2.228006786308647,9.28
44.564,0,2.1328089797954473,8.44
44.564,0,2.1139640304767355,8.28
44.564,0,2.585747652542941,13.27
44.564,0,2.360133482702606,10.59
44.564,0,2.5812165297442258,13.21
44.564,0,2.552577749455802,12.84
44.564,0,2.17493384661539,8.8
44.564,0,2.132171716695753,8.43
44.564,0,2.0729655973209367,7.95
44.564,0,1.854147217222625,6.39
44.564,0,2.289555162779057,9.87
44.564,0,2.2087004203367093,9.1
32.645,0,2.3893324634263493,10.91
32.645,0,2.5613244722509827,12.95
32.645,0,2.2808860818739514,9.79
32.645,0,2.16531300246088,8.72
32.645,0,2.234279024941896,9.34
32.645,0,1.9495019352961651,7.03
32.645,0,2.2721431154274163,9.7
32.645,0,2.247951834350533,9.47
32.645,0,2.266595117031836,9.65
32.645,0,2.4571965556130095,11.67
32.645,0,2.0100205598806515,7.46
32.645,0,2.183091248252504,8.87
32.645,0,2.1549769674618986,8.63
32.645,0,2.271516759915579,9.69
32.645,0,2.289702596882539,9.87
32.645,0,2.199537650660269,9.02
32.645,0,2.0407609165197007,7.7
32.645,0,1.9073264103905072,6.74
32.645,0,2.3442812373956796,10.43
32.645,0,1.9053275202465625,6.72
32.645,0,2.554507758550699,12.86
32.645,0,2.584476176191304,13.26
32.645,0,2.1418387272630888,8.52
32.645,0,2.2618533690955664,9.6
32.645,0,1.9462343516260692,7
32.645,0,1.7681836587522408,5.86
32.645,0,2.2237116754425696,9.24
32.645,0,2.065957335124749,7.89
32.645,0,2.337600683811764,10.36
32.645,0,2.3268917995949114,10.25
32.645,0,2.15023274538797,8.59
32.645,0,2.0419205455619562,7.71
32.645,0,2.0297727268661117,7.61
32.645,0,2.5659661545381587,13.01
32.645,0,2.1625792347344346,8.69
32.645,0,2.4263855753417722,11.32
32.645,0,2.2041024397582913,9.06
32.645,0,2.020443198990573,7.54
32.645,0,2.1633217008520873,8.7
32.645,0,2.2698079834563694,9.68
32.645,0,2.220930669457776,9.22
32.645,0,2.301664768645557,9.99
32.645,0,2.3669629477401495,10.66
32.645,0,2.27659561440834,9.74
32.645,0,2.1034459399032914,8.19
32.645,0,2.048609286509338,7.76
32.645,0,2.5819683639425826,13.22
32.645,0,2.326119575849962,10.24
32.645,0,2.345283355193181,10.44
32.645,0,2.3097241466532665,10.07
32.645,0,2.0800537360541194,8
32.645,0,2.6546157723981,14.22
32.645,0,2.621373643433765,13.75
32.645,0,1.9156639422561832,6.79
32.645,0,2.4826932956979033,11.97
32.645,0,2.090753717539027,8.09
32.645,0,2.0693963652703453,7.92
32.645,0,2.200701218405913,9.03
32.645,0,2.289163764514781,9.87
32.645,0,2.1573376567015763,8.65
32.645,0,2.6419490819837064,14.04
32.645,0,1.9374875506769054,6.94
32.645,0,2.587977248074991,13.3
32.645,0,2.377386056539166,10.78
32.645,0,2.0918432699447322,8.1
32.645,0,2.2804219874114056,9.78
32.645,0,2.4745225483789572,11.88
32.645,0,2.204781049684032,9.07
32.645,0,2.3594453080105087,10.59
32.645,0,2.162776691479971,8.7
32.645,0,2.263500001080253,9.62
32.645,0,2.6224496658126624,13.77
32.645,0,2.47183636021408,11.84
32.645,0,2.324571662236209,10.22
32.645,0,2.1635744109410058,8.7
32.645,0,2.0758053722004624,7.97
32.645,0,2.1733442282866196,8.79
32.645,0,1.9806374518236218,7.25
32.645,0,1.9833955696835446,7.27
32.645,0,2.013940112074689,7.49
32.645,0,2.0965143584243306,8.14
32.645,0,2.0212150166953244,7.55
32.645,0,2.1410711883462867,8.51
32.645,0,2.2004779210625682,9.03
32.645,0,2.2623586519033774,9.61
32.645,0,2.4514580595726625,11.61
32.645,0,2.0944648101937258,8.12
32.645,0,2.0463139264397885,7.74
32.645,0,2.3087742573778076,10.06
32.645,0,2.353459425091025,10.52
32.645,0,2.2192175084765946,9.2
32.645,0,1.7134350807488916,5.55
32.645,0,2.1742982312914547,8.8
32.645,0,1.9709089928207155,7.18
32.645,0,2.241957520322859,9.41
32.645,0,2.0452702945959613,7.73
32.645,0,2.122918612355138,8.36
32.645,0,2.594014427136179,13.38
32.645,0,2.0749696140589458,7.96
32.645,0,2.324827768927888,10.22
38.443,0,1.9892034617267962,7.31
38.443,0,2.34512278591492,10.43
38.443,0,2.0374467228159805,7.67
38.443,0,2.333449963458231,10.31
38.443,0,2.3693619917708864,10.69
38.443,0,2.3991176429276004,11.01
38.443,0,2.54996878460871,12.81
38.443,0,1.9876574072694213,7.3
38.443,0,2.0713868134557063,7.94
38.443,0,2.354270354874072,10.53
38.443,0,2.1748151126953954,8.8
38.443,0,2.1768847841829864,8.82
38.443,0,2.0991681158871947,8.16
38.443,0,2.188967851278984,8.93
38.443,0,2.590864698728207,13.34
38.443,0,2.20415190183888,9.06
38.443,0,2.0144265081765806,7.5
38.443,0,2.2856161844974388,9.83
38.443,0,2.0152108686928756,7.5
38.443,0,2.681666938007564,14.61
38.443,0,2.071585161693315,7.94
38.443,0,1.9360264735405535,6.93
38.443,0,2.2764568149118674,9.74
38.443,0,2.2233692500217903,9.24
38.443,0,1.7084953500377023,5.52
38.443,0,2.3355359891431573,10.33
38.443,0,2.3262819661689336,10.24
38.443,0,1.843419938547842,6.32
38.443,0,2.5316513403516843,12.57
38.443,0,2.1449755178035943,8.54
38.443,0,2.5052889532635567,12.25
38.443,0,2.142347545779164,8.52
38.443,0,2.614676348152721,13.66
38.443,0,2.2326081389646575,9.32
38.443,0,2.333822387317051,10.32
38.443,0,1.9017280283717835,6.7
38.443,0,2.1768903344896144,8.82
38.443,0,2.1521070926511965,8.6
38.443,0,2.436042632814038,11.43
38.443,0,2.773700691503848,16.02
38.443,0,1.991890050245336,7.33
38.443,0,2.2795307669566407,9.77
38.443,0,2.2476002880730586,9.46
38.443,0,2.0950673640351756,8.13
38.443,0,2.070489660385602,7.93
38.443,0,2.562452098494515,12.97
38.443,0,2.283113135752885,9.81
38.443,0,2.2708763032426,9.69
38.443,0,1.8209746629456722,6.18
38.443,0,2.622555693867848,13.77
38.443,0,2.2175522690325753,9.18
38.443,0,2.6152965432346127,13.67
